param,rmts
"{'model__max_features': 21, 'model__n_estimators': 470}",1.946564014008605
"{'model__max_features': 21, 'model__n_estimators': 480}",1.9468678525424674
"{'model__max_features': 21, 'model__n_estimators': 490}",1.9468680044280917
"{'model__max_features': 21, 'model__n_estimators': 500}",1.9471228185889933
"{'model__max_features': 21, 'model__n_estimators': 510}",1.9471849809153534
"{'model__max_features': 21, 'model__n_estimators': 520}",1.9469899881617976
"{'model__max_features': 21, 'model__n_estimators': 530}",1.947509761168181
"{'model__max_features': 21, 'model__n_estimators': 540}",1.947732306137374
"{'model__max_features': 21, 'model__n_estimators': 550}",1.9470782675046303
"{'model__max_features': 21, 'model__n_estimators': 560}",1.947565508169366
"{'model__max_features': 21, 'model__n_estimators': 570}",1.946664164727718
"{'model__max_features': 21, 'model__n_estimators': 580}",1.9460335513061913
"{'model__max_features': 21, 'model__n_estimators': 590}",1.9462957587218646
"{'model__max_features': 21, 'model__n_estimators': 600}",1.946319334010016
"{'model__max_features': 21, 'model__n_estimators': 610}",1.945954270914167
"{'model__max_features': 21, 'model__n_estimators': 620}",1.9463916355735071
"{'model__max_features': 21, 'model__n_estimators': 630}",1.947457948472385
"{'model__max_features': 21, 'model__n_estimators': 640}",1.9475082571824134
"{'model__max_features': 21, 'model__n_estimators': 650}",1.9473857395336502
"{'model__max_features': 21, 'model__n_estimators': 660}",1.9479072100687138
"{'model__max_features': 21, 'model__n_estimators': 670}",1.9474558949304306
"{'model__max_features': 21, 'model__n_estimators': 680}",1.94726482736666
"{'model__max_features': 21, 'model__n_estimators': 690}",1.9474950340196604
"{'model__max_features': 21, 'model__n_estimators': 700}",1.94764674976941
"{'model__max_features': 21, 'model__n_estimators': 710}",1.947699893307969
"{'model__max_features': 21, 'model__n_estimators': 720}",1.947634065601983
"{'model__max_features': 21, 'model__n_estimators': 730}",1.947708722900468
"{'model__max_features': 21, 'model__n_estimators': 740}",1.9480755504132037
"{'model__max_features': 21, 'model__n_estimators': 750}",1.9482818104882098
"{'model__max_features': 21, 'model__n_estimators': 760}",1.9479430130085806
"{'model__max_features': 21, 'model__n_estimators': 770}",1.9478027734198604
"{'model__max_features': 21, 'model__n_estimators': 780}",1.9479312849815913
"{'model__max_features': 21, 'model__n_estimators': 790}",1.9481900013069484
"{'model__max_features': 21, 'model__n_estimators': 800}",1.9487319198345752
"{'model__max_features': 21, 'model__n_estimators': 810}",1.9487956436574883
"{'model__max_features': 21, 'model__n_estimators': 820}",1.9483042634432108
"{'model__max_features': 21, 'model__n_estimators': 830}",1.948176457159537
"{'model__max_features': 21, 'model__n_estimators': 840}",1.948410244478306
"{'model__max_features': 21, 'model__n_estimators': 850}",1.9484850594850351
"{'model__max_features': 21, 'model__n_estimators': 860}",1.9486099250520845
"{'model__max_features': 21, 'model__n_estimators': 870}",1.9482765916040452
"{'model__max_features': 21, 'model__n_estimators': 880}",1.9485815574184386
"{'model__max_features': 21, 'model__n_estimators': 890}",1.9482987049110037
"{'model__max_features': 21, 'model__n_estimators': 900}",1.948213254815431
"{'model__max_features': 21, 'model__n_estimators': 910}",1.9479943661987564
"{'model__max_features': 21, 'model__n_estimators': 920}",1.947944474140631
"{'model__max_features': 21, 'model__n_estimators': 930}",1.947394416269959
"{'model__max_features': 21, 'model__n_estimators': 940}",1.9473492220860589
"{'model__max_features': 21, 'model__n_estimators': 950}",1.9470586005521608
"{'model__max_features': 21, 'model__n_estimators': 960}",1.9471466252023806
"{'model__max_features': 21, 'model__n_estimators': 970}",1.9470760676819676
"{'model__max_features': 21, 'model__n_estimators': 980}",1.9470548012865314
"{'model__max_features': 21, 'model__n_estimators': 990}",1.947295116076419
"{'model__max_features': 21, 'model__n_estimators': 1000}",1.9468385528583856
"{'model__max_features': 10, 'model__n_estimators': 10}",2.1501473309208397
"{'model__max_features': 10, 'model__n_estimators': 20}",2.0563132262600674
"{'model__max_features': 10, 'model__n_estimators': 30}",1.9995245881760686
"{'model__max_features': 10, 'model__n_estimators': 40}",1.9883401120266864
"{'model__max_features': 10, 'model__n_estimators': 50}",1.977271206479751
"{'model__max_features': 10, 'model__n_estimators': 60}",1.969931577459211
"{'model__max_features': 10, 'model__n_estimators': 70}",1.96762143942144
"{'model__max_features': 10, 'model__n_estimators': 80}",1.9608995837039254
"{'model__max_features': 10, 'model__n_estimators': 90}",1.9584345286729394
"{'model__max_features': 10, 'model__n_estimators': 100}",1.954872976375296
"{'model__max_features': 10, 'model__n_estimators': 110}",1.9517462841409452
"{'model__max_features': 10, 'model__n_estimators': 120}",1.950572827276821
"{'model__max_features': 10, 'model__n_estimators': 130}",1.9486858464865815
"{'model__max_features': 10, 'model__n_estimators': 140}",1.9507043535177522
"{'model__max_features': 10, 'model__n_estimators': 150}",1.9483888451399094
"{'model__max_features': 10, 'model__n_estimators': 160}",1.9471562948378422
"{'model__max_features': 10, 'model__n_estimators': 170}",1.944627478553721
"{'model__max_features': 10, 'model__n_estimators': 180}",1.9452276307208405
"{'model__max_features': 10, 'model__n_estimators': 190}",1.9437772885766138
"{'model__max_features': 10, 'model__n_estimators': 200}",1.9450464251922632
"{'model__max_features': 10, 'model__n_estimators': 210}",1.9462172228395038
"{'model__max_features': 10, 'model__n_estimators': 220}",1.9445407479257362
"{'model__max_features': 10, 'model__n_estimators': 230}",1.944162736732933
"{'model__max_features': 10, 'model__n_estimators': 240}",1.94393253046995
"{'model__max_features': 10, 'model__n_estimators': 250}",1.9438990867156631
"{'model__max_features': 10, 'model__n_estimators': 260}",1.943075008587861
"{'model__max_features': 10, 'model__n_estimators': 270}",1.9435414448382384
"{'model__max_features': 10, 'model__n_estimators': 280}",1.9439027955304748
"{'model__max_features': 10, 'model__n_estimators': 290}",1.944591977762062
"{'model__max_features': 10, 'model__n_estimators': 300}",1.9452157525184621
"{'model__max_features': 10, 'model__n_estimators': 310}",1.9441901551676233
"{'model__max_features': 10, 'model__n_estimators': 320}",1.9426858646332161
"{'model__max_features': 10, 'model__n_estimators': 330}",1.9431986092596838
"{'model__max_features': 10, 'model__n_estimators': 340}",1.943033948251366
"{'model__max_features': 10, 'model__n_estimators': 350}",1.9426424588265543
"{'model__max_features': 10, 'model__n_estimators': 360}",1.943150605217638
"{'model__max_features': 10, 'model__n_estimators': 370}",1.9437344561206984
"{'model__max_features': 10, 'model__n_estimators': 380}",1.9433773530727179
"{'model__max_features': 10, 'model__n_estimators': 390}",1.9431638965693672
"{'model__max_features': 10, 'model__n_estimators': 400}",1.9430927489689231
"{'model__max_features': 10, 'model__n_estimators': 410}",1.9430768430203433
"{'model__max_features': 10, 'model__n_estimators': 420}",1.9436017814658857
"{'model__max_features': 10, 'model__n_estimators': 430}",1.9430076174591084
"{'model__max_features': 10, 'model__n_estimators': 440}",1.9434472263387572
"{'model__max_features': 10, 'model__n_estimators': 450}",1.9430622610267736
"{'model__max_features': 10, 'model__n_estimators': 460}",1.9422129758594218
"{'model__max_features': 10, 'model__n_estimators': 470}",1.941397430323231
"{'model__max_features': 10, 'model__n_estimators': 480}",1.942392473992235
"{'model__max_features': 10, 'model__n_estimators': 490}",1.9429471606616033
"{'model__max_features': 10, 'model__n_estimators': 500}",1.9426556748803356
"{'model__max_features': 10, 'model__n_estimators': 510}",1.942321567870985
"{'model__max_features': 10, 'model__n_estimators': 520}",1.9429754871313363
"{'model__max_features': 10, 'model__n_estimators': 530}",1.9427975760555782
"{'model__max_features': 10, 'model__n_estimators': 540}",1.943143473961233
"{'model__max_features': 10, 'model__n_estimators': 550}",1.9434092478552922
"{'model__max_features': 10, 'model__n_estimators': 560}",1.9432718162808043
"{'model__max_features': 10, 'model__n_estimators': 570}",1.9423964733968357
"{'model__max_features': 10, 'model__n_estimators': 580}",1.9423188513838814
"{'model__max_features': 10, 'model__n_estimators': 590}",1.941843479569775
"{'model__max_features': 10, 'model__n_estimators': 600}",1.9412534028892874
"{'model__max_features': 10, 'model__n_estimators': 610}",1.9415174546961969
"{'model__max_features': 10, 'model__n_estimators': 620}",1.9418560491188954
"{'model__max_features': 10, 'model__n_estimators': 630}",1.942042067958104
"{'model__max_features': 10, 'model__n_estimators': 640}",1.9418346567436235
"{'model__max_features': 10, 'model__n_estimators': 650}",1.9419286379616896
"{'model__max_features': 10, 'model__n_estimators': 660}",1.9422646168190432
"{'model__max_features': 10, 'model__n_estimators': 670}",1.9423878994892978
"{'model__max_features': 10, 'model__n_estimators': 680}",1.9418528832403599
"{'model__max_features': 10, 'model__n_estimators': 690}",1.9416284134878248
"{'model__max_features': 10, 'model__n_estimators': 700}",1.941567932792482
"{'model__max_features': 10, 'model__n_estimators': 710}",1.9420297520287144
"{'model__max_features': 10, 'model__n_estimators': 720}",1.9413231503314068
"{'model__max_features': 10, 'model__n_estimators': 730}",1.9409703855448632
"{'model__max_features': 10, 'model__n_estimators': 740}",1.9411085109818524
"{'model__max_features': 10, 'model__n_estimators': 750}",1.941042039829838
"{'model__max_features': 10, 'model__n_estimators': 760}",1.9410465310825589
"{'model__max_features': 10, 'model__n_estimators': 770}",1.9407414869181976
"{'model__max_features': 10, 'model__n_estimators': 780}",1.9413839168303988
"{'model__max_features': 10, 'model__n_estimators': 790}",1.9417004467557795
"{'model__max_features': 10, 'model__n_estimators': 800}",1.942023944184219
"{'model__max_features': 10, 'model__n_estimators': 810}",1.9421287490622627
"{'model__max_features': 10, 'model__n_estimators': 820}",1.9416997855618563
"{'model__max_features': 10, 'model__n_estimators': 830}",1.9416369917322749
"{'model__max_features': 10, 'model__n_estimators': 840}",1.941125924855423
"{'model__max_features': 10, 'model__n_estimators': 850}",1.9412324434367558
"{'model__max_features': 10, 'model__n_estimators': 860}",1.94081150681407
"{'model__max_features': 10, 'model__n_estimators': 870}",1.9404493657003303
"{'model__max_features': 10, 'model__n_estimators': 880}",1.9405724104900226
"{'model__max_features': 10, 'model__n_estimators': 890}",1.9408462308451067
"{'model__max_features': 10, 'model__n_estimators': 900}",1.9409240479186007
"{'model__max_features': 10, 'model__n_estimators': 910}",1.9410761637224772
"{'model__max_features': 10, 'model__n_estimators': 920}",1.9405731027152975
"{'model__max_features': 10, 'model__n_estimators': 930}",1.940428794062934
"{'model__max_features': 10, 'model__n_estimators': 940}",1.9401598293211326
"{'model__max_features': 10, 'model__n_estimators': 950}",1.940171423353433
"{'model__max_features': 10, 'model__n_estimators': 960}",1.939400382367238
"{'model__max_features': 10, 'model__n_estimators': 970}",1.9390787743709046
"{'model__max_features': 10, 'model__n_estimators': 980}",1.9391989964845828
"{'model__max_features': 10, 'model__n_estimators': 990}",1.9396877973784925
"{'model__max_features': 10, 'model__n_estimators': 1000}",1.9398760090865776
"{'model__max_features': 7, 'model__n_estimators': 10}",2.1743297442159766
"{'model__max_features': 7, 'model__n_estimators': 20}",2.094525707650634
"{'model__max_features': 7, 'model__n_estimators': 30}",2.052183688154443
"{'model__max_features': 7, 'model__n_estimators': 40}",2.0292709346367133
"{'model__max_features': 7, 'model__n_estimators': 50}",2.014351801612157
"{'model__max_features': 7, 'model__n_estimators': 60}",1.9994539334647476
"{'model__max_features': 7, 'model__n_estimators': 70}",2.0004148470110668
"{'model__max_features': 7, 'model__n_estimators': 80}",1.9939442478201075
"{'model__max_features': 7, 'model__n_estimators': 90}",1.9924413561172725
"{'model__max_features': 7, 'model__n_estimators': 100}",1.9958529910709422
"{'model__max_features': 7, 'model__n_estimators': 110}",1.993867092918532
"{'model__max_features': 7, 'model__n_estimators': 120}",1.9876317605275382
"{'model__max_features': 7, 'model__n_estimators': 130}",1.9849837880265861
"{'model__max_features': 7, 'model__n_estimators': 140}",1.9863044050772654
"{'model__max_features': 7, 'model__n_estimators': 150}",1.983472718453978
"{'model__max_features': 7, 'model__n_estimators': 160}",1.9811858839823346
"{'model__max_features': 7, 'model__n_estimators': 170}",1.9808900380594767
"{'model__max_features': 7, 'model__n_estimators': 180}",1.9820611879197312
"{'model__max_features': 7, 'model__n_estimators': 190}",1.9783623321216701
"{'model__max_features': 7, 'model__n_estimators': 200}",1.9771720001067496
"{'model__max_features': 7, 'model__n_estimators': 210}",1.9761039864993144
"{'model__max_features': 7, 'model__n_estimators': 220}",1.9754942192147382
"{'model__max_features': 7, 'model__n_estimators': 230}",1.9744111259220476
"{'model__max_features': 7, 'model__n_estimators': 240}",1.97489951913031
"{'model__max_features': 7, 'model__n_estimators': 250}",1.9743426859266942
"{'model__max_features': 7, 'model__n_estimators': 260}",1.9756031100667468
"{'model__max_features': 7, 'model__n_estimators': 270}",1.973962617917636
"{'model__max_features': 7, 'model__n_estimators': 280}",1.9757325318073449
"{'model__max_features': 7, 'model__n_estimators': 290}",1.9743678900155575
"{'model__max_features': 7, 'model__n_estimators': 300}",1.9726334424166407
"{'model__max_features': 7, 'model__n_estimators': 310}",1.971412489412204
"{'model__max_features': 7, 'model__n_estimators': 320}",1.9716947116078962
"{'model__max_features': 7, 'model__n_estimators': 330}",1.9718417662126912
"{'model__max_features': 7, 'model__n_estimators': 340}",1.9719170631465044
"{'model__max_features': 7, 'model__n_estimators': 350}",1.9722383719678351
"{'model__max_features': 7, 'model__n_estimators': 360}",1.9737134473136992
"{'model__max_features': 7, 'model__n_estimators': 370}",1.9744168271015
"{'model__max_features': 7, 'model__n_estimators': 380}",1.9730170299562997
"{'model__max_features': 7, 'model__n_estimators': 390}",1.9727929187867406
"{'model__max_features': 7, 'model__n_estimators': 400}",1.9725439835085847
"{'model__max_features': 7, 'model__n_estimators': 410}",1.9719348432896855
"{'model__max_features': 7, 'model__n_estimators': 420}",1.9710084680892468
"{'model__max_features': 7, 'model__n_estimators': 430}",1.9710246515815526
"{'model__max_features': 7, 'model__n_estimators': 440}",1.970665843560036
"{'model__max_features': 7, 'model__n_estimators': 450}",1.9707695257602889
"{'model__max_features': 7, 'model__n_estimators': 460}",1.9700608395595234
"{'model__max_features': 7, 'model__n_estimators': 470}",1.9703478256365115
"{'model__max_features': 7, 'model__n_estimators': 480}",1.9711123649279485
"{'model__max_features': 7, 'model__n_estimators': 490}",1.9714033804308229
"{'model__max_features': 7, 'model__n_estimators': 500}",1.9709172709922853
"{'model__max_features': 7, 'model__n_estimators': 510}",1.971224444015006
"{'model__max_features': 7, 'model__n_estimators': 520}",1.9705722089885986
"{'model__max_features': 7, 'model__n_estimators': 530}",1.9708634770635316
"{'model__max_features': 7, 'model__n_estimators': 540}",1.9710863946111308
"{'model__max_features': 7, 'model__n_estimators': 550}",1.9716803747476652
"{'model__max_features': 7, 'model__n_estimators': 560}",1.9718462718311243
"{'model__max_features': 7, 'model__n_estimators': 570}",1.9717543210057784
"{'model__max_features': 7, 'model__n_estimators': 580}",1.973334607390871
"{'model__max_features': 7, 'model__n_estimators': 590}",1.9735878525821726
"{'model__max_features': 7, 'model__n_estimators': 600}",1.9736521502672624
"{'model__max_features': 7, 'model__n_estimators': 610}",1.9732925783406459
"{'model__max_features': 7, 'model__n_estimators': 620}",1.9739999011869707
"{'model__max_features': 7, 'model__n_estimators': 630}",1.9734113635814792
"{'model__max_features': 7, 'model__n_estimators': 640}",1.9734584008112501
"{'model__max_features': 7, 'model__n_estimators': 650}",1.9735794479761726
"{'model__max_features': 7, 'model__n_estimators': 660}",1.9740093189258852
"{'model__max_features': 7, 'model__n_estimators': 670}",1.9744414923718752
"{'model__max_features': 7, 'model__n_estimators': 680}",1.974541541161218
"{'model__max_features': 7, 'model__n_estimators': 690}",1.9751635990859577
"{'model__max_features': 7, 'model__n_estimators': 700}",1.9748374177549894
"{'model__max_features': 7, 'model__n_estimators': 710}",1.974396194602037
"{'model__max_features': 7, 'model__n_estimators': 720}",1.9738552315991562
"{'model__max_features': 7, 'model__n_estimators': 730}",1.9737102587793487
"{'model__max_features': 7, 'model__n_estimators': 740}",1.9734324162947035
"{'model__max_features': 7, 'model__n_estimators': 750}",1.972617987949655
"{'model__max_features': 7, 'model__n_estimators': 760}",1.9722563131517294
"{'model__max_features': 7, 'model__n_estimators': 770}",1.9718257154772236
"{'model__max_features': 7, 'model__n_estimators': 780}",1.9724013616251383
"{'model__max_features': 7, 'model__n_estimators': 790}",1.9725789320138534
"{'model__max_features': 7, 'model__n_estimators': 800}",1.9728056394838127
"{'model__max_features': 7, 'model__n_estimators': 810}",1.9727851949226114
"{'model__max_features': 7, 'model__n_estimators': 820}",1.9725149070445236
"{'model__max_features': 7, 'model__n_estimators': 830}",1.972217354279555
"{'model__max_features': 7, 'model__n_estimators': 840}",1.972182815925902
"{'model__max_features': 7, 'model__n_estimators': 850}",1.9727417198414374
"{'model__max_features': 7, 'model__n_estimators': 860}",1.9719549545593362
"{'model__max_features': 7, 'model__n_estimators': 870}",1.9720342239085173
"{'model__max_features': 7, 'model__n_estimators': 880}",1.972106322173007
"{'model__max_features': 7, 'model__n_estimators': 890}",1.9721135810269679
"{'model__max_features': 7, 'model__n_estimators': 900}",1.97152334909294
"{'model__max_features': 7, 'model__n_estimators': 910}",1.971461864306229
"{'model__max_features': 7, 'model__n_estimators': 920}",1.9716275529925977
"{'model__max_features': 7, 'model__n_estimators': 930}",1.971033879996356
"{'model__max_features': 7, 'model__n_estimators': 940}",1.9708797645265579
"{'model__max_features': 7, 'model__n_estimators': 950}",1.9703722926129552
"{'model__max_features': 7, 'model__n_estimators': 960}",1.9705554517076198
"{'model__max_features': 7, 'model__n_estimators': 970}",1.9707713584994087
"{'model__max_features': 7, 'model__n_estimators': 980}",1.970903813958426
"{'model__max_features': 7, 'model__n_estimators': 990}",1.9710936716906948
"{'model__max_features': 7, 'model__n_estimators': 1000}",1.9710987716866952
"{'model__max_features': 'sqrt', 'model__n_estimators': 10}",2.2763415293610576
"{'model__max_features': 'sqrt', 'model__n_estimators': 20}",2.1661643608215733
"{'model__max_features': 'sqrt', 'model__n_estimators': 30}",2.1237885843012414
"{'model__max_features': 'sqrt', 'model__n_estimators': 40}",2.0975486957355094
"{'model__max_features': 'sqrt', 'model__n_estimators': 50}",2.0817828640563794
"{'model__max_features': 'sqrt', 'model__n_estimators': 60}",2.073180997445794
"{'model__max_features': 'sqrt', 'model__n_estimators': 70}",2.068170844293016
"{'model__max_features': 'sqrt', 'model__n_estimators': 80}",2.0755878683138937
"{'model__max_features': 'sqrt', 'model__n_estimators': 90}",2.0762018761206833
"{'model__max_features': 'sqrt', 'model__n_estimators': 100}",2.075999892198377
"{'model__max_features': 'sqrt', 'model__n_estimators': 110}",2.0698976328219056
"{'model__max_features': 'sqrt', 'model__n_estimators': 120}",2.067145573948386
"{'model__max_features': 'sqrt', 'model__n_estimators': 130}",2.066225713533548
"{'model__max_features': 'sqrt', 'model__n_estimators': 140}",2.0633553331060397
"{'model__max_features': 'sqrt', 'model__n_estimators': 150}",2.064647715596012
"{'model__max_features': 'sqrt', 'model__n_estimators': 160}",2.063698735439833
"{'model__max_features': 'sqrt', 'model__n_estimators': 170}",2.0642620441705994
"{'model__max_features': 'sqrt', 'model__n_estimators': 180}",2.0616969451190754
"{'model__max_features': 'sqrt', 'model__n_estimators': 190}",2.0619970451557483
"{'model__max_features': 'sqrt', 'model__n_estimators': 200}",2.0607702179422858
"{'model__max_features': 'sqrt', 'model__n_estimators': 210}",2.0616439454454745
"{'model__max_features': 'sqrt', 'model__n_estimators': 220}",2.063401023918538
"{'model__max_features': 'sqrt', 'model__n_estimators': 230}",2.0633017490169094
"{'model__max_features': 'sqrt', 'model__n_estimators': 240}",2.0638316219895354
"{'model__max_features': 'sqrt', 'model__n_estimators': 250}",2.062498079253601
"{'model__max_features': 'sqrt', 'model__n_estimators': 260}",2.0615267878921917
"{'model__max_features': 'sqrt', 'model__n_estimators': 270}",2.062381294997324
"{'model__max_features': 'sqrt', 'model__n_estimators': 280}",2.062267451460951
"{'model__max_features': 'sqrt', 'model__n_estimators': 290}",2.0610425668597165
"{'model__max_features': 'sqrt', 'model__n_estimators': 300}",2.061514193623172
"{'model__max_features': 'sqrt', 'model__n_estimators': 310}",2.060483451821265
"{'model__max_features': 'sqrt', 'model__n_estimators': 320}",2.0598185724646663
"{'model__max_features': 'sqrt', 'model__n_estimators': 330}",2.059782929630132
"{'model__max_features': 'sqrt', 'model__n_estimators': 340}",2.0585943177299333
"{'model__max_features': 'sqrt', 'model__n_estimators': 350}",2.058990800592547
"{'model__max_features': 'sqrt', 'model__n_estimators': 360}",2.060188745506128
"{'model__max_features': 'sqrt', 'model__n_estimators': 370}",2.060126681343801
"{'model__max_features': 'sqrt', 'model__n_estimators': 380}",2.059156544506856
"{'model__max_features': 'sqrt', 'model__n_estimators': 390}",2.0588697204757835
"{'model__max_features': 'sqrt', 'model__n_estimators': 400}",2.0601981112455476
"{'model__max_features': 'sqrt', 'model__n_estimators': 410}",2.0599197913182605
"{'model__max_features': 'sqrt', 'model__n_estimators': 420}",2.0593751660336683
"{'model__max_features': 'sqrt', 'model__n_estimators': 430}",2.060105541978351
"{'model__max_features': 'sqrt', 'model__n_estimators': 440}",2.060718641428282
"{'model__max_features': 'sqrt', 'model__n_estimators': 450}",2.0627475311239105
"{'model__max_features': 'sqrt', 'model__n_estimators': 460}",2.0627435375732097
"{'model__max_features': 'sqrt', 'model__n_estimators': 470}",2.062022191188495
"{'model__max_features': 'sqrt', 'model__n_estimators': 480}",2.061722919682967
"{'model__max_features': 'sqrt', 'model__n_estimators': 490}",2.062017248817275
"{'model__max_features': 'sqrt', 'model__n_estimators': 500}",2.0617470526363624
"{'model__max_features': 'sqrt', 'model__n_estimators': 510}",2.0610996577298537
"{'model__max_features': 'sqrt', 'model__n_estimators': 520}",2.0614612267136683
"{'model__max_features': 'sqrt', 'model__n_estimators': 530}",2.0621235301426433
"{'model__max_features': 'sqrt', 'model__n_estimators': 540}",2.0609012210555835
"{'model__max_features': 'sqrt', 'model__n_estimators': 550}",2.0609237090131622
"{'model__max_features': 'sqrt', 'model__n_estimators': 560}",2.0600037710197423
"{'model__max_features': 'sqrt', 'model__n_estimators': 570}",2.0603615342666304
"{'model__max_features': 'sqrt', 'model__n_estimators': 580}",2.059773800949385
"{'model__max_features': 'sqrt', 'model__n_estimators': 590}",2.0601281995520444
"{'model__max_features': 'sqrt', 'model__n_estimators': 600}",2.059612220830521
"{'model__max_features': 'sqrt', 'model__n_estimators': 610}",2.0596801929098185
"{'model__max_features': 'sqrt', 'model__n_estimators': 620}",2.0601365825119013
"{'model__max_features': 'sqrt', 'model__n_estimators': 630}",2.060273354704506
"{'model__max_features': 'sqrt', 'model__n_estimators': 640}",2.0603252821500626
"{'model__max_features': 'sqrt', 'model__n_estimators': 650}",2.059805669676696
"{'model__max_features': 'sqrt', 'model__n_estimators': 660}",2.060000017601594
"{'model__max_features': 'sqrt', 'model__n_estimators': 670}",2.060764627280958
"{'model__max_features': 'sqrt', 'model__n_estimators': 680}",2.0608185632341574
"{'model__max_features': 'sqrt', 'model__n_estimators': 690}",2.0608895355627856
"{'model__max_features': 'sqrt', 'model__n_estimators': 700}",2.0603734666466877
"{'model__max_features': 'sqrt', 'model__n_estimators': 710}",2.060011902174855
"{'model__max_features': 'sqrt', 'model__n_estimators': 720}",2.059448278422749
"{'model__max_features': 'sqrt', 'model__n_estimators': 730}",2.059427954469055
"{'model__max_features': 'sqrt', 'model__n_estimators': 740}",2.059429479602499
"{'model__max_features': 'sqrt', 'model__n_estimators': 750}",2.05910544953705
"{'model__max_features': 'sqrt', 'model__n_estimators': 760}",2.059655243648969
"{'model__max_features': 'sqrt', 'model__n_estimators': 770}",2.0592270778039734
"{'model__max_features': 'sqrt', 'model__n_estimators': 780}",2.0589532638625254
"{'model__max_features': 'sqrt', 'model__n_estimators': 790}",2.0591467179677947
"{'model__max_features': 'sqrt', 'model__n_estimators': 800}",2.058839474784916
"{'model__max_features': 'sqrt', 'model__n_estimators': 810}",2.0584464210738873
"{'model__max_features': 'sqrt', 'model__n_estimators': 820}",2.058556612329107
"{'model__max_features': 'sqrt', 'model__n_estimators': 830}",2.058795583468351
"{'model__max_features': 'sqrt', 'model__n_estimators': 840}",2.0583476212527305
"{'model__max_features': 'sqrt', 'model__n_estimators': 850}",2.0580762366729766
"{'model__max_features': 'sqrt', 'model__n_estimators': 860}",2.0580824430789764
"{'model__max_features': 'sqrt', 'model__n_estimators': 870}",2.058010971245114
"{'model__max_features': 'sqrt', 'model__n_estimators': 880}",2.0582985198515984
"{'model__max_features': 'sqrt', 'model__n_estimators': 890}",2.058257450787707
"{'model__max_features': 'sqrt', 'model__n_estimators': 900}",2.0580932743751075
"{'model__max_features': 'sqrt', 'model__n_estimators': 910}",2.057767949531587
"{'model__max_features': 'sqrt', 'model__n_estimators': 920}",2.0577025470590917
